@relation PulsarCandidates_2015-06-30T17:17:48.843590
@attribute Profile_mean numeric
@attribute Profile_stdev numeric
@attribute Profile_skewness numeric
@attribute Profile_kurtosis numeric
@attribute DM_mean numeric
@attribute DM_stdev numeric
@attribute DM_skewness numeric
@attribute DM_kurtosis numeric
@attribute class {0,1}
@data
125.703125,60.8128994559,0.0793736582588,-0.682957869033,101.531992219,65.6325432484,0.688732667959,-0.800663551296,?%/Users/rob/Downloads/RFI/cand_000001.phcx:0
122.0,58.1170693514,-0.00276862067853,-0.193782328057,107.740069615,44.4023236197,0.635316197793,0.1228466629,?%/Users/rob/Downloads/RFI/cand_000002.phcx:0
136.84375,57.4410618455,0.265178410038,-0.623460978795,104.530763718,54.5571843031,0.740299357617,-0.32415606288,?%/Users/rob/Downloads/RFI/cand_000003.phcx:0
118.28125,52.6235061397,0.342174600575,0.113786104293,89.6548935299,41.4344771095,0.945834708441,0.673320609599,?%/Users/rob/Downloads/RFI/cand_000004.phcx:0
103.265625,42.1330638378,0.509255334321,1.69447812355,109.086814087,39.3965919851,0.392837925412,-0.0407381967765,?%/Users/rob/Downloads/RFI/cand_000005.phcx:0
113.1875,49.0999856797,0.3937636818,0.667307274555,103.743550369,34.032021694,0.179409654072,-0.183854835249,?%/Users/rob/Downloads/RFI/cand_000006.phcx:0
112.453125,48.8556322519,0.0802107346896,0.367907249391,95.8415233415,33.3679979636,0.170543381066,-0.30185005127,?%/Users/rob/Downloads/RFI/cand_000007.phcx:0
70.3125,41.7667911594,1.32966534454,4.30392854547,102.703982391,35.1951148055,0.151894252625,-0.382014508084,?%/Users/rob/Downloads/RFI/cand_000008.phcx:0
113.609375,63.0046171888,0.239740669672,-0.536230580053,104.416769042,36.1117755455,0.210746734866,-0.212512746557,?%/Users/rob/Downloads/RFI/cand_000009.phcx:0
112.578125,45.7208939817,0.267805526301,0.977325071735,101.61977887,38.4583970881,0.271995324692,-0.595775848449,?%/Users/rob/Downloads/RFI/cand_000010.phcx:0
84.359375,48.7196595289,1.09466454469,1.73269268813,91.539004914,37.1811604385,0.573922614256,0.459755501465,?%/Users/rob/Downloads/RFI/cand_000011.phcx:0
118.546875,47.0909789953,0.477413660394,0.477807221141,96.7202600328,32.561373586,0.37150360235,0.38450213777,?%/Users/rob/Downloads/RFI/cand_000012.phcx:0
94.65625,43.735790103,0.416441970676,1.62038812991,106.728705979,35.1723978529,0.244247487761,0.086858042883,?%/Users/rob/Downloads/RFI/cand_000013.phcx:0
110.5625,54.5750271988,0.514723407842,0.157022028042,108.066185504,35.6904543118,0.331933280539,0.0530110640942,?%/Users/rob/Downloads/RFI/cand_000014.phcx:0
109.640625,43.0941437391,0.53692206787,1.20728154676,106.310759623,42.734731636,0.159839211222,-0.79265444794,?%/Users/rob/Downloads/RFI/cand_000015.phcx:0
108.28125,60.179021664,0.385527576025,-0.408072400684,97.425522113,37.198298797,0.438116162269,-0.0978244421042,?%/Users/rob/Downloads/RFI/cand_000016.phcx:0
118.953125,57.7625607789,-0.0539313173593,-0.622423363253,110.399589111,62.7443804471,0.319511704822,-1.04740956329,?%/Users/rob/Downloads/RFI/cand_000017.phcx:0
125.359375,66.3462431085,0.167991219674,-0.762734405717,76.6769553645,38.2658342615,1.64392645342,3.44932679186,?%/Users/rob/Downloads/RFI/cand_000018.phcx:0
69.625,42.318177241,1.15430161801,3.84459270974,102.01965602,36.1253324179,0.193317671824,-0.512745978267,?%/Users/rob/Downloads/RFI/cand_000019.phcx:0
147.28125,52.9346497904,-0.145052806129,0.127637103328,94.7245085995,39.123203688,0.761214828303,0.565930457294,?%/Users/rob/Downloads/RFI/cand_000020.phcx:0
69.21875,43.537867408,1.39205369819,4.04508205634,109.082719083,36.746199616,0.372879080211,-0.0173160495781,?%/Users/rob/Downloads/RFI/cand_000021.phcx:0
81.40625,38.7377878942,1.20535841644,4.8279557485,102.610565111,38.5862767901,0.406160995334,-0.292634905022,?%/Users/rob/Downloads/RFI/cand_000022.phcx:0
117.8125,47.3034998045,0.101571249771,0.349474351678,104.045198608,39.2585112667,0.357104179971,-0.196095738265,?%/Users/rob/Downloads/RFI/cand_000023.phcx:0
126.984375,54.7558479147,-0.198155235939,-0.549841325057,76.7628992629,41.8698757358,1.8878366936,3.94658846267,?%/Users/rob/Downloads/RFI/cand_000024.phcx:0
120.609375,48.5864619736,0.106337014448,-0.212019068028,106.704903767,41.5704259761,0.469452628238,-0.00433328219775,?%/Users/rob/Downloads/RFI/cand_000025.phcx:0
130.765625,57.772382618,-0.157419713943,-0.217047016028,85.7260954136,56.3140259588,1.12293426629,0.112783719651,?%/Users/rob/Downloads/RFI/cand_000026.phcx:0
75.078125,43.457703822,1.16857936745,3.03078128156,102.457104832,37.5166698233,0.27483209922,-0.395595144696,?%/Users/rob/Downloads/RFI/cand_000027.phcx:0
99.828125,49.6807164198,0.671923916305,0.868875809865,96.0809275184,32.4603070261,0.341054711794,0.0879596618157,?%/Users/rob/Downloads/RFI/cand_000028.phcx:0
68.8125,40.2107242381,1.58302581532,5.45749575696,102.708384521,46.2731844554,0.6198758945,-0.332662680478,?%/Users/rob/Downloads/RFI/cand_000029.phcx:0
161.78125,51.9995398868,-0.547554430617,0.0327600360458,88.2872133497,57.7567361751,1.07101097283,-0.0933696391018,?%/Users/rob/Downloads/RFI/cand_000030.phcx:0
124.71875,49.7686738666,0.144401617792,0.059370669097,94.597512285,32.2948244123,0.490440455387,0.38131215951,?%/Users/rob/Downloads/RFI/cand_000031.phcx:0
118.828125,53.6028668448,0.498123302616,0.0486090762025,119.777692465,42.4294866689,0.15833453759,-0.336241495417,?%/Users/rob/Downloads/RFI/cand_000032.phcx:0
140.890625,51.0973694246,0.310147135837,0.0841819354455,97.1054463554,39.0573946495,1.20912165297,1.67747118708,?%/Users/rob/Downloads/RFI/cand_000033.phcx:0
78.5625,49.5334088646,0.823048820548,1.42124104756,115.294123669,38.6302123072,0.106079102735,-0.612361700675,?%/Users/rob/Downloads/RFI/cand_000034.phcx:0
128.25,62.5332411602,0.0302160503581,-0.692598157242,93.6875,52.8578330168,1.18974878662,0.673060564187,?%/Users/rob/Downloads/RFI/cand_000035.phcx:0
105.328125,51.0030803872,0.687778439301,0.626299400761,99.7249692875,34.8999060582,0.289054253301,-0.0211937899632,?%/Users/rob/Downloads/RFI/cand_000036.phcx:0
135.953125,66.9079193948,-0.0576252108822,-1.07496866448,100.876842752,35.0725232039,0.669728549801,0.891772899654,?%/Users/rob/Downloads/RFI/cand_000037.phcx:0
81.984375,40.3169056459,1.06839054437,3.93823054425,107.28281122,32.9914261099,0.118552550497,-0.271863848238,?%/Users/rob/Downloads/RFI/cand_000038.phcx:0
128.90625,60.3657391319,-0.0923183604493,-0.511221806433,102.445997133,52.4189348334,1.07519482309,0.288026520906,?%/Users/rob/Downloads/RFI/cand_000039.phcx:0
146.828125,60.0524652615,-0.551956681369,-0.408965526376,98.0260544636,51.0276065752,0.887340711336,-0.0937839241067,?%/Users/rob/Downloads/RFI/cand_000040.phcx:0
92.46875,45.3172734555,0.67499844614,1.23042007734,89.3161855037,34.7953505081,0.423503878705,-0.144950579679,?%/Users/rob/Downloads/RFI/cand_000041.phcx:0
